1	北京	39.9047253699	116.4072154982
2	上海	31.2304324029	121.4737919321
3	天津	39.0850853357	117.1993482089
4	顺义	40.1299127031	116.6569478577
5	石家庄	38.05	114.52 
6	香港	22.20000	114.10000
7	珠海	22.30000	113.51667
8	杭州	30.26667	120.20000
9	重庆	29.56667	106.45000
10	青岛	36.06667	120.33333
11	贵阳	26.56667	106.71667
